company,conm,conml,cik,tic,fyear,report
american electric power co inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1984,1.0
american electric power co inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1985,1.0
american electric power co inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1986,1.0
american electric power co inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1987,1.0
american electric power co inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1988,1.0
american electric power co inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1989,1.0
american electric power company inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1990,1.0
american electric power company inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1991,1.0
american electric power company inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1992,1.0
american electric power company inc,AMERICAN ELECTRIC POWER CO,American Electric Power Co Inc,4904.0,AEP,1993,1.0
american exploration co,AMERICAN EXPLORATION CO,American Exploration Co,715428.0,AX.1,1987,1.0
american exploration co,AMERICAN EXPLORATION CO,American Exploration Co,715428.0,AX.1,1988,1.0
american exploration co,AMERICAN EXPLORATION CO,American Exploration Co,715428.0,AX.1,1989,1.0
american exploration co,AMERICAN EXPLORATION CO,American Exploration Co,715428.0,AX.1,1991,1.0
american exploration co,AMERICAN EXPLORATION CO,American Exploration Co,715428.0,AX.1,1992,1.0
american exploration co,AMERICAN EXPLORATION CO,American Exploration Co,715428.0,AX.1,1993,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1980,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1981,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1982,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1983,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1984,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1985,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1986,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1987,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1988,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1989,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1991,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1992,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1993,1.0
american express co,AMERICAN EXPRESS CO,American Express Co,4962.0,AXP,1994,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1980,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1981,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1982,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1983,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1984,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1985,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1986,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1987,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1988,1.0
american family corp,AFLAC INC,AFLAC Inc,4977.0,AFL,1989,1.0
aflac inc,AFLAC INC,AFLAC Inc,4977.0,AFL,1992,1.0
aflac inc,AFLAC INC,AFLAC Inc,4977.0,AFL,1993,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1984,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1985,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1986,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1987,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1988,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1989,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1990,1.0
american fructose corp,AMERICAN FRUCTOSE  -CL A,American Fructose,725552.0,AFC.A,1991,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1980,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1981,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1982,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1983,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1984,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1985,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1986,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1987,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1988,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1989,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1990,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1991,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1993,1.0
american general corp,AMERICAN GENERAL CORP,American General Corp,5103.0,AGC.1,1994,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1984,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1985,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1986,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1987,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1988,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1990,1.0
american healthcare managemant inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1991,1.0
american heal thcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1991,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1992,1.0
american healthcare management inc,AMER HEALTHCARE MGMT,American Healthcare Management,,AHI.2,1993,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1980,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1981,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1982,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1983,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1984,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1985,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1986,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1987,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1988,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1989,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1990,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1991,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1993,1.0
american heritage life investment corp,AMERICAN HERITAGE LIFE INVS,American Heritage Life Investors,5172.0,AHL.2,1994,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1980,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1981,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1982,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1983,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1984,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1985,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1986,1.0
american hoist & derrick co,AMDURA CORP,Amdura Corp,5177.0,ADU,1987,1.0
amdura corp,AMDURA CORP,Amdura Corp,5177.0,ADU,1989,1.0
amdura corp,AMDURA CORP,Amdura Corp,5177.0,ADU,1991,1.0
amdura corp,AMDURA CORP,Amdura Corp,5177.0,ADU,1992,1.0
amdura corp,AMDURA CORP,Amdura Corp,5177.0,ADU,1993,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1980,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1981,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1982,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1983,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1984,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1985,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1986,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1987,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1988,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1989,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1990,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1991,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1993,1.0
american home products corp,WYETH,Wyeth,5187.0,WYE,1994,1.0
american hospital supply corp,AMERICAN HOSPITAL SUPPLY,American Hospital Supply,215073.0,AHS.1,1980,1.0
american hospital supply corp,AMERICAN HOSPITAL SUPPLY,American Hospital Supply,215073.0,AHS.1,1981,1.0
american hospital supply corp,AMERICAN HOSPITAL SUPPLY,American Hospital Supply,215073.0,AHS.1,1982,1.0
american hospital supply corp,AMERICAN HOSPITAL SUPPLY,American Hospital Supply,215073.0,AHS.1,1983,1.0
american hospital supply corp,AMERICAN HOSPITAL SUPPLY,American Hospital Supply,215073.0,AHS.1,1984,1.0
ameritech corp,AMERITECH CORP,Ameritech Corp,732715.0,AIT.1,1991,1.0
ameritech corp,AMERITECH CORP,Ameritech Corp,732715.0,AIT.1,1992,1.0
ameritech corp,AMERITECH CORP,Ameritech Corp,732715.0,AIT.1,1993,1.0
american corp,AMERITECH CORP,Ameritech Corp,732715.0,AIT.1,1994,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1984,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1985,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1986,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1987,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1988,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1989,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1990,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1991,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1993,1.0
american international group inc,AMERICAN INTERNATIONAL GROUP,American International Group Inc,5272.0,AIG,1994,1.0
cruise america inc,CRUISE AMERICA INC,Cruise America Inc,733775.0,RVR.2,1988,1.0
cruise america inc,CRUISE AMERICA INC,Cruise America Inc,733775.0,RVR.2,1990,1.0
cruise america inc,CRUISE AMERICA INC,Cruise America Inc,733775.0,RVR.2,1991,1.0
cruise america inc,CRUISE AMERICA INC,Cruise America Inc,733775.0,RVR.2,1992,1.0
american list corp,AMERICAN LIST CORP,American List Corp,5385.0,AMZ.1,1987,1.0
american list corp,AMERICAN LIST CORP,American List Corp,5385.0,AMZ.1,1988,1.0
american list corp,AMERICAN LIST CORP,American List Corp,5385.0,AMZ.1,1989,1.0
american list corp,AMERICAN LIST CORP,American List Corp,5385.0,AMZ.1,1990,1.0
american list corp,AMERICAN LIST CORP,American List Corp,5385.0,AMZ.1,1991,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1984,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1985,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1986,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1987,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1988,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1989,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1990,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1991,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1992,1.0
american maize products co,AMERICAN MAIZE-PRODS  -CL A,American Maize-Products,5405.0,AZE.A,1993,1.0
american medical buildings inc,AMERICAN MEDICAL BLDGS INC,American Medical Buildings Inc,,6989B,1984,1.0
american medical buildings inc,AMERICAN MEDICAL BLDGS INC,American Medical Buildings Inc,,6989B,1985,1.0
american medical buildings inc,AMERICAN MEDICAL BLDGS INC,American Medical Buildings Inc,,6989B,1986,1.0
american medical buildings inc,AMERICAN MEDICAL BLDGS INC,American Medical Buildings Inc,,6989B,1987,1.0
american medical buildings inc,AMERICAN MEDICAL BLDGS INC,American Medical Buildings Inc,,6989B,1988,1.0
american medical buildings inc,AMERICAN MEDICAL BLDGS INC,American Medical Buildings Inc,,6989B,1989,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1980,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1981,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1982,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1983,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1984,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1985,1.0
american motors corp,AMERICAN MOTORS CORP,American Motors Corp,5496.0,AMO.1,1986,1.0
american natural resources co,AMERICAN NATURAL RESOURCES,American Natural Resources,720685.0,ANR.2,1980,1.0
american natural resources co,AMERICAN NATURAL RESOURCES,American Natural Resources,720685.0,ANR.2,1981,1.0
american natural resources co,AMERICAN NATURAL RESOURCES,American Natural Resources,720685.0,ANR.2,1982,1.0
american natural resources co,AMERICAN NATURAL RESOURCES,American Natural Resources,720685.0,ANR.2,1983,1.0
american natural resources co,AMERICAN NATURAL RESOURCES,American Natural Resources,720685.0,ANR.2,1984,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1984,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1985,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1986,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1987,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1988,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1989,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1990,1.0
american oil & gas corp,AMERICAN OIL & GAS,American Oil & Gas,746896.0,AOG.2,1991,1.0
fina inc,FINA INC  -CL A,Fina Inc,5611.0,FI.2,1991,1.0
fina inc,FINA INC  -CL A,Fina Inc,5611.0,FI.2,1992,1.0
fina inc,FINA INC  -CL A,Fina Inc,5611.0,FI.2,1993,1.0
fina inc,FINA INC  -CL A,Fina Inc,5611.0,FI.2,1994,1.0
american precision industries inc,AMERICAN PRECISION INDS,American Precision Industries,5657.0,APR.,1984,1.0
american precision industries inc,AMERICAN PRECISION INDS,American Precision Industries,5657.0,APR.,1985,1.0
american precision industries inc,AMERICAN PRECISION INDS,American Precision Industries,5657.0,APR.,1987,1.0
american precision industries inc,AMERICAN PRECISION INDS,American Precision Industries,5657.0,APR.,1988,1.0
american precision industries inc,AMERICAN PRECISION INDS,American Precision Industries,5657.0,APR.,1989,1.0
american precision industries inc,AMERICAN PRECISION INDS,American Precision Industries,5657.0,APR.,1990,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1983,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1984,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1985,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1986,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1987,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1988,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1989,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1990,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1991,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1992,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1993,1.0
american president companies ltd,APL LTD,APL Ltd,725457.0,APL.4,1994,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1985,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1986,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1987,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1988,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1989,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1990,1.0
american science & engineering inc,AMERICAN SCIENCE ENGINEERING,American Science and Engineering Inc.,5768.0,ASEI,1991,1.0
american shared hospital services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1988,1.0
american shared hospital services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1989,1.0
american shared hospital services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1990,1.0
american shared hospital services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1991,1.0
american shared hospital services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1992,1.0
american shared hospital services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1993,1.0
american shared hospitals services,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,744825.0,AMS,1994,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1980,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1981,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1982,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1983,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1984,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1985,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1986,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1987,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1988,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1989,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1990,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1991,1.0
american ship building co,AMERICAN SHIP BUILDING CO,American Ship Building Co,5818.0,3ASBG,1992,1.0
american sterilizer co,AMERICAN STERILIZER CO,American Sterilizer Co,5870.0,ASZ.2,1980,1.0
american sterilizer co,AMERICAN STERILIZER CO,American Sterilizer Co,5870.0,ASZ.2,1982,1.0
american sterilizer co,AMERICAN STERILIZER CO,American Sterilizer Co,5870.0,ASZ.2,1983,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1980,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1981,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1982,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1983,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1984,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1985,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1986,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1987,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1988,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1989,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1990,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1991,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1992,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1994,1.0
american stores co,AMERICAN STORES CO,American Stores Co,90811.0,ASC.1,1995,1.0
american technical ceramics corp,AMERICAN TECHNICAL CERAMICS,American Technical Ceramics Corp.,766430.0,AMK.2,1986,1.0
american technical ceramics corp,AMERICAN TECHNICAL CERAMICS,American Technical Ceramics Corp.,766430.0,AMK.2,1987,1.0
american technical ceramics corp,AMERICAN TECHNICAL CERAMICS,American Technical Ceramics Corp.,766430.0,AMK.2,1988,1.0
american technical ceramics corp,AMERICAN TECHNICAL CERAMICS,American Technical Ceramics Corp.,766430.0,AMK.2,1989,1.0
american technical ceramics corp,AMERICAN TECHNICAL CERAMICS,American Technical Ceramics Corp.,766430.0,AMK.2,1990,1.0
american technical ceramics corp,AMERICAN TECHNICAL CERAMICS,American Technical Ceramics Corp.,766430.0,AMK.2,1991,1.0
american telephone & telegraph co,AMERICAN TELE & TELEGRPH-PR,American Telephone & Telegraph,,T.P,1980,1.0
american telephone & telegraph co,AMERICAN TELE & TELEGRPH-PR,American Telephone & Telegraph,,T.P,1981,1.0
american telephone & telegraph co,AMERICAN TELE & TELEGRPH-PR,American Telephone & Telegraph,,T.P,1982,1.0
american telephone & telegraph co,AMERICAN TELE & TELEGRPH-PR,American Telephone & Telegraph,,T.P,1983,1.0
american telephone & telegraph co,AMERICAN TELE & TELEGRPH-PR,American Telephone & Telegraph,,T.P,1984,1.0
at&t corp,AT&T CORP,AT&T Corp,5907.0,T.2,1994,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1983,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1984,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1985,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1986,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1987,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1988,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1989,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1990,1.0
americana hotels & reality corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1991,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1992,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1993,1.0
americana hotels & realty corp,AMERICANA HOTELS & REALTY CP,Americana Hotels & Realty Corp,356959.0,3AHTC,1994,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1980,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1981,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1982,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1983,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1984,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1985,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1986,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1987,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1988,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1989,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1990,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1991,1.0
ameron inc,AMERON INTERNATIONAL CORP,Ameron International Corp.,790730.0,AMN.2,1993,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1980,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1981,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1982,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1983,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1984,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1985,1.0
ames department stores inc,AMES DEPT STORES INC,Ames Dept Stores Inc,6071.0,AMESQ,1986,1.0
