company,conm,conml,cik,tic,fyear,report
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1981,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1982,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1983,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1984,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1985,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1986,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1988,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1989,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1990,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1991,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1993,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1994,1.0
aar corp,AAR CORP,AAR Corp,1750.0,AIR,1995,1.0
acf industries inc,ACF INDUSTRIES HOLDING CORP,ACF Industries Holding Corp,910627.0,4165A,1980,1.0
acf industries inc,ACF INDUSTRIES HOLDING CORP,ACF Industries Holding Corp,910627.0,4165A,1981,1.0
acf industries inc,ACF INDUSTRIES HOLDING CORP,ACF Industries Holding Corp,910627.0,4165A,1982,1.0
acf industries inc,ACF INDUSTRIES HOLDING CORP,ACF Industries Holding Corp,910627.0,4165A,1983,1.0
adi electronics inc,ADI ELECTRONICS INC,ADI Electronics Inc,354609.0,4327B,1985,1.0
afg industries inc,AFG INDUSTRIES INC,AFG Industries Inc,7668.0,5548C,1985,1.0
afg industries inc,AFG INDUSTRIES INC,AFG Industries Inc,7668.0,5548C,1986,1.0
afg industries inc,AFG INDUSTRIES INC,AFG Industries Inc,7668.0,5548C,1987,1.0
afg industries inc,AFG INDUSTRIES INC,AFG Industries Inc,7668.0,5548C,1988,1.0
afg industries inc,AFG INDUSTRIES INC,AFG Industries Inc,7668.0,5548C,1989,1.0
ags computers inc,AGS COMPUTERS INC,AGS Computers Inc,2844.0,AGS.2,1984,1.0
ags computers inc,AGS COMPUTERS INC,AGS Computers Inc,2844.0,AGS.2,1985,1.0
ags computers inc,AGS COMPUTERS INC,AGS Computers Inc,2844.0,AGS.2,1986,1.0
ags computers inc,AGS COMPUTERS INC,AGS Computers Inc,2844.0,AGS.2,1987,1.0
aic photo inc,A I C INTL INC,A I C International Inc,2880.0,4225B,1985,1.0
aic international inc,A I C INTL INC,A I C International Inc,2880.0,4225B,1986,1.0
aic international inc,A I C INTL INC,A I C International Inc,2880.0,4225B,1987,1.0
aic international inc,A I C INTL INC,A I C International Inc,2880.0,4225B,1988,1.0
aic international inc,A I C INTL INC,A I C International Inc,2880.0,4225B,1989,1.0
aic international inc,A I C INTL INC,A I C International Inc,2880.0,4225B,1990,1.0
aim telephones inc,AIM TELEPHONES INC,AIM Telephones Inc,354173.0,7547B,1987,1.0
aim telephones inc,AIM TELEPHONES INC,AIM Telephones Inc,354173.0,7547B,1990,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1984,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1985,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1986,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1988,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1989,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1991,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1992,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1993,1.0
a l laboratories inc,ALPHARMA INC  -CL A,Alpharma Inc.,730469.0,ALO.2,1994,1.0
united dominion industries limited,UNITED DOMINION INDUSTRIES,United Dominion Industries,29590.0,UDI.,1990,1.0
united dominion industries limited,UNITED DOMINION INDUSTRIES,United Dominion Industries,29590.0,UDI.,1991,1.0
united dominion industries limited,UNITED DOMINION INDUSTRIES,United Dominion Industries,29590.0,UDI.,1992,1.0
united dominion industries limited,UNITED DOMINION INDUSTRIES,United Dominion Industries,29590.0,UDI.,1993,1.0
amf inc,AMF INC,AMF Inc,6091.0,AMF.2,1980,1.0
amf inc,AMF INC,AMF Inc,6091.0,AMF.2,1981,1.0
amf inc,AMF INC,AMF Inc,6091.0,AMF.2,1982,1.0
amf inc,AMF INC,AMF Inc,6091.0,AMF.2,1983,1.0
amf inc,AMF INC,AMF Inc,6091.0,AMF.2,1984,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1980,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1981,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1985,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1986,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1987,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1988,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1989,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1990,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1991,1.0
am international inc,MULTIGRAPHICS INC,Multigraphics Inc,2310.0,MTI.3,1992,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1982,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1983,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1984,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1985,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1986,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1987,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1988,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1989,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1990,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1991,1.0
amr corp,AMERICAN AIRLINES GROUP INC,American Airlines Group Inc,6201.0,AAL,1993,1.0
michigan wisconsin pipe line co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1981,1.0
michigan wisconsin pipe line co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1982,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1983,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1984,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1985,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1986,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1987,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1988,1.0
anr pipeline co,ANR PIPELINE CO,ANR Pipeline Co,65695.0,4267A,1989,1.0
aeroflex laboratories inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1984,1.0
aeroflex laboratories inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1985,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1986,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1987,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1988,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1989,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1990,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1991,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1992,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1993,1.0
aeroflex inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1994,1.0
arx inc,AEROFLEX INC,Aeroflex Inc,2601.0,ARXX,1994,1.0
apl corp,APL CORP,APL Corp,6841.0,4328B,1980,1.0
apl corp,APL CORP,APL Corp,6841.0,4328B,1981,1.0
apl corp,APL CORP,APL Corp,6841.0,4328B,1983,1.0
apl corp,APL CORP,APL Corp,6841.0,4328B,1984,1.0
apl corp,APL CORP,APL Corp,6841.0,4328B,1985,1.0
apl corp,APL CORP,APL Corp,6841.0,4328B,1986,1.0
at&e corp,AT&E CORP,AT&E Corp,8076.0,7200B,1990,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1980,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1981,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1982,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1983,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1984,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1985,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1986,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1987,1.0
avx corp,AVX CORP,AVX Corp.,859163.0,AVX,1988,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1987,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1988,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1989,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1990,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1991,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1992,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1993,1.0
pinnacle west capital corp,PINNACLE WEST CAPITAL CORP,Pinnacle West Capital Corp,764622.0,PNW,1994,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1980,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1981,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1982,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1983,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1984,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1985,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1986,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1988,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1989,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1990,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1991,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1992,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1993,1.0
abbott laboratories,ABBOTT LABORATORIES,Abbott Laboratories,1800.0,ABT,1994,1.0
abitibi price inc,ABITIBI CONSOLIDATED INC,Abitibi-Consolidated Inc.,1039778.0,ABY.2,1988,1.0
abitibi price inc,ABITIBI CONSOLIDATED INC,Abitibi-Consolidated Inc.,1039778.0,ABY.2,1989,1.0
abitibi price inc,ABITIBI CONSOLIDATED INC,Abitibi-Consolidated Inc.,1039778.0,ABY.2,1990,1.0
acco world corp,ACCO WORLD CORP,Acco World Corp,,ACO.2,1984,1.0
acco world corp,ACCO WORLD CORP,Acco World Corp,,ACO.2,1985,1.0
acco world corp,ACCO WORLD CORP,Acco World Corp,,ACO.2,1986,1.0
ackerley communications inc,ACKERLEY GROUP INC,Ackerley Group Inc,319120.0,AK,1989,1.0
ackerley commnications inc,ACKERLEY GROUP INC,Ackerley Group Inc,319120.0,AK,1991,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1980,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1981,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1982,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1983,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1984,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1985,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1986,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1988,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1989,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1990,1.0
acme cleveland corp,ACME-CLEVELAND CORP,Acme-Cleveland Corp,869676.0,AMT.1,1993,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1982,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1983,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1984,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1985,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1986,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1988,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1989,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1990,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1991,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1992,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1993,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1994,1.0
acme electric corp,ACME ELECTRIC CORP,Acme Electric Corp,2070.0,ACEE,1995,1.0
acme precision products inc,ACME PRECISION PRODUCTS INC,Acme Precision Products Inc,,5848B,1985,1.0
acme precision products inc,ACME PRECISION PRODUCTS INC,Acme Precision Products Inc,,5848B,1986,1.0
acme precision products inc,ACME PRECISION PRODUCTS INC,Acme Precision Products Inc,,5848B,1988,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1984,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1985,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1986,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1988,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1989,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1990,1.0
acme united corp,ACME UNITED CORP,Acme United Corp,2098.0,ACU,1991,1.0
acton corp,ACTON CORP  -OLD,Acton Corp-Old,,ATN.1,1984,1.0
acton corp,ACTON CORP  -OLD,Acton Corp-Old,,ATN.1,1985,1.0
acton corp,ACTON CORP  -OLD,Acton Corp-Old,,ATN.1,1986,1.0
adams drug co inc,ADAMS DRUG INC,Adams Drug Inc,,ADG.1,1980,1.0
adams drug co inc,ADAMS DRUG INC,Adams Drug Inc,,ADG.1,1981,1.0
adams drug co inc,ADAMS DRUG INC,Adams Drug Inc,,ADG.1,1982,1.0
adams drug co inc,ADAMS DRUG INC,Adams Drug Inc,,ADG.1,1983,1.0
adams millis corp,ADAMS-MILLIS CORP,Adams-Millis Corp,,ALL.2,1980,1.0
adams millis corp,ADAMS-MILLIS CORP,Adams-Millis Corp,,ALL.2,1982,1.0
adams millis corp,ADAMS-MILLIS CORP,Adams-Millis Corp,,ALL.2,1983,1.0
adams millis corp,ADAMS-MILLIS CORP,Adams-Millis Corp,,ALL.2,1984,1.0
adams millis corp,ADAMS-MILLIS CORP,Adams-Millis Corp,,ALL.2,1985,1.0
adams millis corp,ADAMS-MILLIS CORP,Adams-Millis Corp,,ALL.2,1986,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1984,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1985,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1986,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1987,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1988,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1989,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1990,1.0
adams resources & energy inc,ADAMS RESOURCES & ENERGY INC,Adams Resources & Energy Inc.,2178.0,AE,1991,1.0
adams russell co inc,ADAMS RUSSELL,Adams Russell,,AAR.1,1985,1.0
adams russell co inc,ADAMS RUSSELL,Adams Russell,,AAR.1,1986,1.0
adobe oil & gas corp,ADOBE OIL & GAS CORP,Adobe Oil & Gas Corp,1076034.0,AOI.1,1984,1.0
advanced systems inc,ADVANCED SYSTEMS INC,Advanced Systems Inc,,ASY.2,1984,1.0
advanced systems inc,ADVANCED SYSTEMS INC,Advanced Systems Inc,,ASY.2,1985,1.0
advanced systems inc,ADVANCED SYSTEMS INC,Advanced Systems Inc,,ASY.2,1986,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1982,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1983,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1984,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1985,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1986,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1987,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1988,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1989,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1990,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1991,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1992,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1993,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1994,1.0
advest group inc,ADVEST GROUP INC,Advest Group Inc,319489.0,ADV.2,1995,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1980,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1981,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1982,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1983,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1984,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1985,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1986,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1987,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1988,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1989,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1990,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1991,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1992,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1993,1.0
advanced micro devices inc,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2488.0,AMD,1994,1.0
aerosonic corp,AEROSONIC CORP,Aerosonic Corp,109471.0,AIM,1993,1.0
aerosonic corp,AEROSONIC CORP,Aerosonic Corp,109471.0,AIM,1994,1.0
aerosonic corp,AEROSONIC CORP,Aerosonic Corp,109471.0,AIM,1995,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1984,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1985,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1986,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1987,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1988,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1989,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1990,1.0
affiliated publications inc,AFFILIATED PUBNS,Affiliated Publications Inc,849696.0,AFP.1,1991,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1980,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1981,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1982,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1983,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1984,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1985,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1986,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1987,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1988,1.0
h f ahmanson & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1989,1.0
ahmanson h f & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1990,1.0
ahmanson h f & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1991,1.0
ahmanson h f & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1993,1.0
ahmanson h f & co,AHMANSON (H F) & CO,H.F. Ahmanson & Co,771667.0,AHM.1,1994,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1980,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1981,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1982,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1983,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1984,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1985,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1986,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1987,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1988,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1989,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1990,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1991,1.0
aileen inc,AILEEN INC,Aileen Inc,2904.0,AEENQ,1992,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1984,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1985,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1986,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1987,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1988,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1989,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1990,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1991,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1992,1.0
air express international corp,AIR EXPRESS INTERNATIONAL CP,Air Express International Corp,700674.0,AEIC,1993,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1980,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1981,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1982,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1983,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1984,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1985,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1986,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1987,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1988,1.0
air products & chemicals inc,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc.,2969.0,APD,1989,1.0
